accessionmethod,accessionyear,accesslevel,century,classification,classificationid,colorcount,colors,commentary,contact,contextualtextcount,copyright,creditline,culture,datebegin,dated,dateend,dateoffirstpageview,dateoflastpageview,department,description,details,dimensions,division,edition,exhibitioncount,groupcount,id,imagecount,imagepermissionlevel,images,labeltext,lastupdate,markscount,mediacount,medium,objectid,objectnumber,people,peoplecount,period,periodid,primaryimageurl,provenance,publicationcount,rank,relatedcount,seeAlso,signed,standardreferencenumber,state,style,technique,techniqueid,title,titlescount,totalpageviews,totaluniquepageviews,url,verificationlevel,verificationleveldescription,worktypes
,,1,19th-20th century,Architectural Elements,133,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Harvard University Sculpture Collection",Unidentified culture,0,19th-20th century,0,2013-07-17,2014-07-02,Department of Ancient and Byzantine Art & Numismatics,,,104.14 x 121.92 cm (41 x 48 in.),Asian and Mediterranean Art,,0,0,187469,0,0,,,2018-11-05T03:53:21-0500,1,0,Plaster,187469,HUSC.11,"[{'alphasort': 'Phidias', 'birthplace': None, 'name': 'Phidias', 'prefix': 'After', 'personid': 20222, 'gender': 'male', 'role': 'Artist', 'displayorder': 1, 'culture': 'Greek', 'displaydate': 'active 5th century BCE', 'deathplace': None, 'displayname': 'After Phidias'}]",1,,,,,1,194925,0,,,,,,Cast,233.0,Detail of the North Frieze of the Parthenon: Mounted Horsemen; after 5th century BC original,1,8,3,https://www.harvardartmuseums.org/collections/object/187469,2,Adequate. Object is adequately described but information may not be vetted,"[{'worktypeid': '15', 'worktype': 'architectural element'}]"
Unspecified,1895.0,1,19th century,Photographs,17,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Museum Collection",Unidentified culture,0,19th century,0,2012-08-08,2016-03-01,Department of Photographs,,,,European and American Art,,0,0,188427,0,0,,,2018-11-05T03:53:29-0500,0,0,,188427,1895.149,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,,,0,46292,0,,,,,,Albumen silver print,110.0,"St. Mark's, Venice (exterior)",1,8,8,https://www.harvardartmuseums.org/collections/object/188427,2,Adequate. Object is adequately described but information may not be vetted,"[{'worktypeid': '259', 'worktype': 'photograph'}]"
,,1,19th-20th century,Architectural Elements,133,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Harvard University Sculpture Collection",Unidentified culture,0,19th-20th century,0,2013-08-05,2014-11-04,Department of Ancient and Byzantine Art & Numismatics,,,104.14 x 73.66 x 11.43 cm (41 x 29 x 4 1/2 in.),Asian and Mediterranean Art,,0,0,189121,0,0,,,2018-11-05T03:53:35-0500,0,0,Plaster,189121,HUSC.23,"[{'alphasort': 'Phidias', 'birthplace': None, 'name': 'Phidias', 'prefix': 'After', 'personid': 20222, 'gender': 'male', 'role': 'Artist', 'displayorder': 1, 'culture': 'Greek', 'displaydate': 'active 5th century BCE', 'deathplace': None, 'displayname': 'After Phidias'}]",1,,,,,1,194937,0,,,,,,Cast,233.0,Detail of the East Frieze of the Parthenon: Peplophoroi (Left Figure Holding Incense-Burner); after 5th century BC original,1,4,4,https://www.harvardartmuseums.org/collections/object/189121,2,Adequate. Object is adequately described but information may not be vetted,"[{'worktypeid': '15', 'worktype': 'architectural element'}]"
,,1,19th-20th century,Architectural Elements,133,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Harvard University Sculpture Collection",Unidentified culture,0,19th-20th century,0,2013-01-27,2014-09-24,Department of Ancient and Byzantine Art & Numismatics,,,101.6 x 138.43 x 11.43 cm (40 x 54 1/2 x 4 1/2 in.),Asian and Mediterranean Art,,0,0,189497,0,0,,,2018-11-05T03:53:39-0500,0,0,Plaster,189497,HUSC.19,"[{'alphasort': 'Phidias', 'birthplace': None, 'name': 'Phidias', 'prefix': 'After', 'personid': 20222, 'gender': 'male', 'role': 'Artist', 'displayorder': 1, 'culture': 'Greek', 'displaydate': 'active 5th century BCE', 'deathplace': None, 'displayname': 'After Phidias'}]",1,,,,,1,194933,0,,,,,,Cast,233.0,"Detail of the East Frieze of the Parthenon: Poseidon, Apollo, Artemis; after 5th century BC original",1,17,16,https://www.harvardartmuseums.org/collections/object/189497,2,Adequate. Object is adequately described but information may not be vetted,"[{'worktypeid': '15', 'worktype': 'architectural element'}]"
Transfer,1977.0,1,,Material Specimens,1075,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University; deposited by Professor J. M. Paton",Unidentified culture,0,,0,2013-04-21,2018-02-06,Department of Ancient and Byzantine Art & Numismatics,,,,Asian and Mediterranean Art,,0,0,190920,1,0,"[{'height': 767, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20221945', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:INV052113_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 20221945, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 178646, 'renditionnumber': 'INV052113'}]",,2018-11-05T03:53:51-0500,0,0,Obsidian,190920,1977.216.2123.423.B,,0,,,https://nrs.harvard.edu/urn-3:HUAM:INV052113_dynmc,,0,94831,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/190920', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Two Chips of Melian Obsidian,1,3,3,https://www.harvardartmuseums.org/collections/object/190920,0,Unchecked. Object information has not been verified for completeness and has not been vetted,"[{'worktypeid': '214', 'worktype': 'material specimen'}]"
Transfer,1977.0,1,,Fragments,94,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University; deposited by Professor J. M. Paton",Unidentified culture,0,,0,,,Department of Ancient and Byzantine Art & Numismatics,,,irregular: 4.7 cm (1 7/8 in.),Asian and Mediterranean Art,,0,0,191409,1,0,"[{'height': 821, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20222187', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:INV052728_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 20222187, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 179328, 'renditionnumber': 'INV052728'}]",,2018-11-05T03:53:55-0500,0,0,Terracotta,191409,1977.216.2123.403,,0,,,https://nrs.harvard.edu/urn-3:HUAM:INV052728_dynmc,,0,94809,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/191409', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Fragment from a Vessel,1,0,0,https://www.harvardartmuseums.org/collections/object/191409,0,Unchecked. Object information has not been verified for completeness and has not been vetted,"[{'worktypeid': '319', 'worktype': 'sherd'}]"
Transfer,1977.0,1,,Fragments,94,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University; deposited by Professor J. M. Paton",Unidentified culture,0,,0,,,Department of Ancient and Byzantine Art & Numismatics,,,irregular: 3.3 cm (1 5/16 in.),Asian and Mediterranean Art,,0,0,191809,1,0,"[{'height': 744, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20222166', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:INV052681_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 20222166, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 179276, 'renditionnumber': 'INV052681'}]",,2018-11-05T03:53:58-0500,0,0,Terracotta,191809,1977.216.2123.387,,0,,,https://nrs.harvard.edu/urn-3:HUAM:INV052681_dynmc,,0,94793,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/191809', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Fragment from a Fire Damaged Vessel,1,0,0,https://www.harvardartmuseums.org/collections/object/191809,0,Unchecked. Object information has not been verified for completeness and has not been vetted,"[{'worktypeid': '319', 'worktype': 'sherd'}]"
Transfer,1977.0,1,,Fragments,94,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University; deposited by Professor J. M. Paton",Unidentified culture,0,,0,,,Department of Ancient and Byzantine Art & Numismatics,,,irregular: 2.5 cm (1 in.),Asian and Mediterranean Art,,0,0,191810,1,0,"[{'height': 1024, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20222174', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:INV052700_dynmc', 'width': 730, 'publiccaption': None, 'idsid': 20222174, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 179295, 'renditionnumber': 'INV052700'}]",,2018-11-05T03:53:58-0500,0,0,Terracotta,191810,1977.216.2123.393,,0,,,https://nrs.harvard.edu/urn-3:HUAM:INV052700_dynmc,,0,94799,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/191810', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Fragment from a Vessel,1,0,0,https://www.harvardartmuseums.org/collections/object/191810,0,Unchecked. Object information has not been verified for completeness and has not been vetted,"[{'worktypeid': '319', 'worktype': 'sherd'}]"
Transfer,1977.0,1,,Material Specimens,1075,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University; deposited by Professor J. M. Paton",Unidentified culture,0,,0,,,Department of Ancient and Byzantine Art & Numismatics,,,irregular: 6.4 cm (2 1/2 in.),Asian and Mediterranean Art,,0,0,191921,1,0,"[{'height': 768, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20222030', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:INV052413_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 20222030, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 178966, 'renditionnumber': 'INV052413'}]",,2018-11-05T03:53:59-0500,0,0,Limestone,191921,1977.216.2123.341,,0,,,https://nrs.harvard.edu/urn-3:HUAM:INV052413_dynmc,,0,94746,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/191921', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Limestone Fragment,1,0,0,https://www.harvardartmuseums.org/collections/object/191921,0,Unchecked. Object information has not been verified for completeness and has not been vetted,"[{'worktypeid': '214', 'worktype': 'material specimen'}]"
Transfer,1977.0,1,,Fragments,94,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University; deposited by Professor J. M. Paton",Unidentified culture,0,,0,,,Department of Ancient and Byzantine Art & Numismatics,,,irregular: 3 cm (1 3/16 in.),Asian and Mediterranean Art,,0,0,191948,1,0,"[{'height': 1024, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20222171', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:INV052692_dynmc', 'width': 874, 'publiccaption': None, 'idsid': 20222171, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 179287, 'renditionnumber': 'INV052692'}]",,2018-11-05T03:53:59-0500,0,0,Terracotta,191948,1977.216.2123.394,,0,,,https://nrs.harvard.edu/urn-3:HUAM:INV052692_dynmc,,0,94800,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/191948', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Fragment from a Vessel,1,0,0,https://www.harvardartmuseums.org/collections/object/191948,0,Unchecked. Object information has not been verified for completeness and has not been vetted,"[{'worktypeid': '319', 'worktype': 'sherd'}]"
Transfer,1977.0,1,,Material Specimens,1075,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University;  deposited by Professor J. M. Paton",Unidentified culture,0,,0,2014-10-15,2014-10-15,Department of Ancient and Byzantine Art & Numismatics,,,irregular: 4 cm (1 9/16 in.),Asian and Mediterranean Art,,0,0,192149,1,0,"[{'height': 765, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/18726124', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:CARP12378_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 18726124, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 140506, 'renditionnumber': 'CARP12378'}]",,2018-11-05T03:54:00-0500,0,0,,192149,1977.216.2123.313.C,,0,,,https://nrs.harvard.edu/urn-3:HUAM:CARP12378_dynmc,,0,94706,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/192149', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Fossil Fragment,1,1,1,https://www.harvardartmuseums.org/collections/object/192149,0,Unchecked. Object information has not been verified for completeness and has not been vetted,"[{'worktypeid': '214', 'worktype': 'material specimen'}]"
Transfer,1977.0,1,,Material Specimens,1075,0,,,am_asianmediterranean@harvard.edu,0,,"Harvard Art Museums/Arthur M. Sackler Museum, Transfer from the Department of the Classics, Harvard University; deposited by Professor J. M. Paton",Unidentified culture,0,,0,,,Department of Ancient and Byzantine Art & Numismatics,,,,Asian and Mediterranean Art,,0,0,192176,1,0,"[{'height': 797, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20221944', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:INV052112_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 20221944, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 178645, 'renditionnumber': 'INV052112'}]",,2018-11-05T03:54:01-0500,0,0,Obsidian,192176,1977.216.2123.423.A,,0,,,https://nrs.harvard.edu/urn-3:HUAM:INV052112_dynmc,,0,94830,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/192176', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,One of Two Chips of Melian Obsidian,1,0,0,https://www.harvardartmuseums.org/collections/object/192176,0,Unchecked. Object information has not been verified for completeness and has not been vetted,"[{'worktypeid': '214', 'worktype': 'material specimen'}]"
Bequest,1930.0,1,18th-19th century,Gems,1078,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Bequest of Nettie G. Naumburg",Unidentified culture,0,18th-19th century,0,2009-06-26,2016-02-15,"Department of Paintings, Sculpture & Decorative Arts",,,2.6 x 2 x 0.3 cm (1 x 13/16 x 1/8 in.),European and American Art,,0,0,226417,1,0,"[{'height': 1024, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20305517', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:INV140754_dynmc', 'width': 903, 'publiccaption': None, 'idsid': 20305517, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 234255, 'renditionnumber': 'INV140754'}]",,2018-11-05T03:59:16-0500,1,0,Glass,226417,1930.338,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:INV140754_dynmc,"Nettie G. Naumburg, Bequest to the Fogg Art Museum, 1930.
",0,53564,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/226417', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Intaglio,871.0,Profile Portrait of a Man,1,2,2,https://www.harvardartmuseums.org/collections/object/226417,4,"Best. Object is extensively researched, well described and information is vetted","[{'worktypeid': '159', 'worktype': 'gem'}]"
Gift,1950.0,1,20th century,Sculpture,30,0,,,am_moderncontemporary@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Gift of Dr. Charles L. Kuhn",Unidentified culture,0,20th century,0,2010-12-03,2017-05-30,Department of Modern & Contemporary Art,,,"42 x 18 x 16 cm (16 9/16 x 7 1/16 x 6 5/16 in.)
(with base) 51.8 x 18 x 16 cm (20 3/8 x 7 1/16 x 6 5/16 in.)",Modern and Contemporary Art,,0,0,228523,1,0,"[{'height': 1024, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20307063', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:INV143152_dynmc', 'width': 437, 'publiccaption': None, 'idsid': 20307063, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 236863, 'renditionnumber': 'INV143152'}]",,2018-11-05T03:59:36-0500,0,0,Plaster,228523,1950.107,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:INV143152_dynmc,"Dr. Charles L. Kuhn, gift; to the Fogg Art Museum, 1950.",0,70863,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/228523', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Cast,233.0,Aphrodite,1,15,13,https://www.harvardartmuseums.org/collections/object/228523,3,Good. Object is well described and information is vetted,"[{'worktypeid': '317', 'worktype': 'sculpture'}]"
Gift,1962.0,1,,Plaques,60,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Gift of Harry G. Friedman in memory of Francis L. Friedman",Unidentified culture,0,,0,2010-10-29,2013-04-17,"Department of Paintings, Sculpture & Decorative Arts",,,12.5 x 9 x 0.6 cm (4 15/16 x 3 9/16 x 1/4 in.),European and American Art,,0,0,228632,1,0,"[{'height': 1024, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20670262', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:VRS14311_dynmc', 'width': 745, 'publiccaption': None, 'idsid': 20670262, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 3616, 'renditionnumber': '14311'}]",,2018-11-05T03:59:37-0500,0,0,Brass,228632,1962.131,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:VRS14311_dynmc,"Harry G. Friedman, Gift to Fogg Art Museum, 1962.
",0,83222,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/228632', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Descent from the Cross,1,4,3,https://www.harvardartmuseums.org/collections/object/228632,0,Unchecked. Object information has not been verified for completeness and has not been vetted,"[{'worktypeid': '268', 'worktype': 'plaque'}]"
Bequest,1943.0,1,19th century,Sculpture,30,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Bequest of Grenville L. Winthrop",Unidentified culture,0,19th century,0,2012-11-23,2014-03-25,"Department of Paintings, Sculpture & Decorative Arts",,,"6.3 x 5.5 x 3 cm (2 1/2 x 2 3/16 x 1 3/16 in.)
with base: 7.7 x 5.7 x 3 cm (3 1/16 x 2 1/4 x 1 3/16 in.)",European and American Art,,0,0,229334,1,0,"[{'height': 1024, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20307224', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:INV143380_dynmc', 'width': 655, 'publiccaption': None, 'idsid': 20307224, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 237092, 'renditionnumber': 'INV143380'}]",,2018-11-05T03:59:44-0500,0,0,Bronze,229334,1943.1658,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:INV143380_dynmc,"Grenville L. Winthrop, New York, NY; his bequest to the Fogg Art Museum, 1943.",0,68154,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/229334', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Cast,233.0,Head of a Man,2,3,2,https://www.harvardartmuseums.org/collections/object/229334,4,"Best. Object is extensively researched, well described and information is vetted","[{'worktypeid': '317', 'worktype': 'sculpture'}, {'worktypeid': '66', 'worktype': 'bust'}]"
Bequest,1895.0,1,19th century,Gems,1078,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Bequest of Mrs. William Hayes Fogg",Unidentified culture,0,19th century,0,2012-07-30,2017-06-17,"Department of Paintings, Sculpture & Decorative Arts",,,2.8 diam. x 1.3 cm (1 1/8 x 1/2 in.),European and American Art,,0,0,232262,1,0,"[{'height': 795, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20863661', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:VRS33201_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 20863661, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 8687, 'renditionnumber': '33201'}]",,2018-11-05T04:00:11-0500,0,0,Onyx marble,232262,1895.627,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:VRS33201_dynmc,"Mrs. William Hayes Fogg, New York, NY, Bequest to Fogg Art Museum, 1895.
",0,46763,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/232262', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Intaglio,871.0,Gemstone Ornament,1,12,12,https://www.harvardartmuseums.org/collections/object/232262,4,"Best. Object is extensively researched, well described and information is vetted","[{'worktypeid': '159', 'worktype': 'gem'}]"
Bequest,1895.0,1,19th century,Gems,1078,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, Bequest of Mrs. William Hayes Fogg",Unidentified culture,0,19th century,0,2012-09-10,2016-02-09,"Department of Paintings, Sculpture & Decorative Arts",,,2.8  diam. x 1.3 cm (1 1/8 x 1/2 in.),European and American Art,,0,0,232575,1,0,"[{'height': 795, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/20863661', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:VRS33201_dynmc', 'width': 1024, 'publiccaption': None, 'idsid': 20863661, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 8687, 'renditionnumber': '33201'}]",,2018-11-05T04:00:14-0500,0,0,Onyx marble,232575,1895.628,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:VRS33201_dynmc,"Mrs. William Hayes Fogg, New York, NY, Bequest to Fogg Art Museum, 1895.
",0,46764,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/232575', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,Intaglio,871.0,Gemstone Ornament,1,7,6,https://www.harvardartmuseums.org/collections/object/232575,4,"Best. Object is extensively researched, well described and information is vetted","[{'worktypeid': '159', 'worktype': 'gem'}]"
Bequest,1998.0,1,19th-20th century,Sculpture,30,0,,,am_europeanamerican@harvard.edu,0,,"Harvard Art Museums/Fogg Museum, The Lois Orswell Collection",Unidentified culture,0,19th-20th century,0,2009-08-20,2018-09-11,"Department of Paintings, Sculpture & Decorative Arts",,,"26.4 x 24.5 x 25.5 cm (10 3/8 x 9 5/8 x 10 1/16 in.)
with base: 42.1 x 26.4 x 25.5 cm (16 9/16 x 10 3/8 x 10 1/16 in.)",European and American Art,,0,0,232819,2,0,"[{'height': 1024, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/17388005', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:52000_dynmc', 'width': 685, 'publiccaption': None, 'idsid': 17388005, 'displayorder': 1, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 20507, 'renditionnumber': '52000'}, {'height': 1024, 'iiifbaseuri': 'https://ids.lib.harvard.edu/ids/iiif/43183504', 'baseimageurl': 'https://nrs.harvard.edu/urn-3:HUAM:52047_dynmc', 'width': 843, 'publiccaption': None, 'idsid': 43183504, 'displayorder': 2, 'format': 'image/jpeg', 'copyright': 'President and Fellows of Harvard College', 'imageid': 131437, 'renditionnumber': '52047'}]",,2018-11-05T04:00:17-0500,0,0,Stone,232819,1998.310,"[{'alphasort': 'Unidentified Artist', 'birthplace': None, 'name': 'Unidentified Artist', 'prefix': None, 'personid': 34147, 'gender': 'unknown', 'role': 'Artist', 'displayorder': 1, 'culture': None, 'displaydate': None, 'deathplace': None, 'displayname': 'Unidentified Artist'}]",1,,,https://nrs.harvard.edu/urn-3:HUAM:52000_dynmc,"J. B. Neumann, New York, NY, sold to Lois Orswell, 1958.
Lois Orswell, Pomfret Center, CT, Purchased from Neumann, 1958, Bequest to the Harvard University Art Museums, 1998.
",1,118035,0,"[{'id': 'https://iiif.harvardartmuseums.org/manifests/object/232819', 'type': 'IIIF Manifest', 'format': 'application/json', 'profile': 'http://iiif.io/api/presentation/2/context.json'}]",,,,,,,Font with Head in Romanesque Style,1,26,25,https://www.harvardartmuseums.org/collections/object/232819,4,"Best. Object is extensively researched, well described and information is vetted","[{'worktypeid': '317', 'worktype': 'sculpture'}]"
